Intake Date,Species,Species Class,Age,# of Animals,Date Found,Specific Location,City Found,Cause for Admission,Comments
5/28/14,Eastern Cottontail,Mammal,Juvenile,5,5/25/14,,,Dog attack,
6/15/14,Eastern Cottontail,Mammal,Juvenile,5,6/15/14,27 Dixie Avenue,Warwick,Orphaned,
6/27/14,Eastern Cottontail,Mammal,Juvenile,1,6/27/14,6 Fatima Road,Warwick,Orphaned,
6/28/14,Eastern Cottontail,Mammal,Juvenile,2,6/26/14,Warwick,Warwick,Weed wacker,
7/16/14,Eastern Cottontail,Mammal,Juvenile,2,7/16/14,Backyard 33 Kennedy Drive,Warwick,Orphaned,
7/18/14,Eastern Cottontail,Mammal,Juvenile,1,7/18/14,14 South Atlantic Avenue,Warwick,Orphaned,
7/21/14,Eastern Cottontail,Mammal,Juvenile,4,7/19/14,Back yard 42 Creekwood Drive,Warwick,Dog attack,
8/1/14,Eastern Cottontail,Mammal,Juvenile,5,8/1/14,37 Larson Dr,Warwick,Kidnapped,
8/22/14,Eastern Cottontail,Mammal,Juvenile,1,8/21/14,Warwick,Warwick,Orphaned,
9/16/14,Eastern Cottontail,Mammal,Juvenile,1,9/16/14,Warwick  ,Warwick,Orphaned,
9/17/14,Eastern Cottontail,Mammal,Juvenile,1,9/16/14,11 Circuit Drive,Warwick,Unknown trauma,
10/10/14,Eastern Cottontail,Mammal,Juvenile,2,10/10/14,6 Westwood Drive,Warwick,Dog attack,
4/23/14,Eastern Cottontail,Mammal,Juvenile,1,4/21/14,Westwood Estates,Coventry,orphaned,
5/7/14,Eastern Cottontail,Mammal,Juvenile,4,5/7/14,61 Carolyn Drive,West Warwick,Orphaned,
6/5/14,Eastern Cottontail,Mammal,Juvenile,5,6/1/14,Garden  Weaver Street,West Warwick,Orphaned,
8/4/14,Eastern Cottontail,Mammal,Juvenile,1,7/20/14,yard 159 Legris Avenue,West Warwick,Orphaned,
5/13/14,Eastern Cottontail,Mammal,Juvenile,1,5/12/13,,Westerly,Orphaned,
5/16/14,Eastern Cottontail,Mammal,Juvenile,1,5/16/14,,,Orphaned,
6/2/14,Eastern Cottontail,Mammal,Juvenile,1,6/2/14,On Road,Westerly,Orphaned,
7/14/14,Eastern Cottontail,Mammal,Juvenile,3,7/14/14,"Porch, 23 Potter Hill Rd",Westerly,Dog attack,
7/26/14,Eastern Cottontail,Mammal,Juvenile,1,7/24/14,,Winthrop,Orphaned,
7/8/14,Eastern Cottontail,Mammal,Juvenile,1,7/8/14,Woonsocket,Woonsocket,Cat attack,
5/13/14,Eastern Cottontail,Mammal,Juvenile,1,5/13/14,"Macarthur Blvd, CCAP Family Services",Coventry,Orphaned,
5/13/14,Eastern Cottontail,Mammal,Juvenile,1,5/13/14,,North Providence,Orphaned,
6/1/14,Eastern Cottontail,Mammal,Juvenile,1,6/1/147,,,Unknown trauma,
6/5/14,Eastern Cottontail,Mammal,Juvenile,1,6/5/14,75 Selma Street,Cranston,orphaned,
6/8/14,Eastern Cottontail,Mammal,Juvenile,1,6/8/14,48 Marc Drive,West Warwick,Orphaned,
6/17/14,Eastern Cottontail,Mammal,Juvenile,1,6/17/14,17 Sparrow Drive,Westerly,Dog attack,
6/26/14,Eastern Cottontail,Mammal,Juvenile,1,6/26/14,33 Garfield Street,Newport,Unknown trauma,Puncture wounds
6/26/14,Eastern Cottontail,Mammal,Juvenile,1,6/26/14,34 Texas Avenue,Providence,Orphaned,
6/27/14,Eastern Cottontail,Mammal,Juvenile,1,6/27/14,2 Pettine Street,Coventry,Orphaned,
6/28/14,Eastern Cottontail,Mammal,Juvenile,1,6/27/14,,,Cat attack,
8/4/14,Eastern Cottontail,Mammal,Juvenile,1,8/4/14,CCRI Campus,Lincoln,Orphaned,
8/4/14,Eastern Cottontail,Mammal,Juvenile,1,8/4/14,Corona Street,Warwick,Orphaned,
8/5/14,Eastern Cottontail,Mammal,Juvenile,1,8/5/14,Corona Street,Warwick,Orphaned,
8/6/14,Eastern Cottontail,Mammal,Juvenile,1,8/6/14,Warwick,Warwick,Orphaned,
8/7/14,Eastern Cottontail,Mammal,Juvenile,5,8/7/14,10 Grove Street,North Providence,Orphaned,"Taken from nest, owner refused to tie up dog"
8/17/14,Eastern Cottontail,Mammal,Juvenile,4,8/16/14,21 Seneca Street,Cumberland,Dog attack,
8/22/14,Eastern Cottontail,Mammal,Juvenile,4,8/22/14,100 Wright Lane,North Kingstown,Orphaned,
9/4/14,Eastern Cottontail,Mammal,Juvenile,1,9/4/14,25 Darton Street,,orphaned,No city given
9/7/14,Eastern Cottontail,Mammal,Juvenile,2,9/7/14,247 Burnside Avenue,East Providence,orphaned,
9/9/14,Eastern Cottontail,Mammal,Juvenile,3,9/9/14,Pardon Tucker Lane,Jamestown,orphaned,Dogs attacked 2 babies and mother
9/13/14,Eastern Cottontail,Mammal,Juvenile,1,9/13/14,1924 Harkney Hill Road,West Greenwich,Orphaned,
8/6/14,Eastern Cottontail,Mammal,Juvenile,1,8/6/14,5 Elliott Place,Newport,Orphaned,
5/28/14,Eastern Cottontail,Mammal,Juvenile,2,5/28/14,,,Cat attack,
6/10/14,Eastern Cottontail,Mammal,Juvenile,3,6/10/14,Charlestown,Charlestown,Cat attack,
6/25/14,Eastern Cottontail,Mammal,Juvenile,3,6/26/14,Construction site 365 Tiogue Avenue,Coventry,Orphaned,
6/24/14,Eastern Cottontail,Mammal,Juvenile,1,6/24/14,,,Orphaned,
5/8/14,Eastern Cottontail,Mammal,Juvenile,2,5/8/14,,Cumberland,Orphaned,
5/15/14,Eastern Cottontail,Mammal,Juvenile,1,5/15/14,,Lincoln,Orphaned,
9/20/14,Eastern Cottontail,Mammal,Juvenile,2,9/19/14,Side of road,Warwick,Orphaned,
7/11/14,Eastern Cottontail,Mammal,Juvenile,2,7/11/14,357 William Reynolds Road,Exeter,Unknown trauma,
8/26/14,Eastern Cottontail,Mammal,Juvenile,4,8/26/14,41 Saw Mill Road,Harrisville,Orphaned,
7/31/14,Eastern Cottontail,Mammal,Juvenile,2,7/31/14,Betty Pond Rd,Hope,Cat attack,
5/5/14,Eastern Cottontail,Mammal,Juvenile,1,5/5/14,28 Auburn Ave,Johnston,Orphaned,Foot injury
7/25/14,Eastern Cottontail,Mammal,Juvenile,1,7/24/14,East Side Market,Providence,Orphaned,
4/30/14,Eastern Cottontail,Mammal,Juvenile,3,4/29/14,Yard 106 Conanicus Road,Narragansett,orphaned,
5/6/14,Eastern Cottontail,Mammal,Juvenile,4,5/6/14,,Wakefield,Orphaned,
6/28/14,Eastern Cottontail,Mammal,Juvenile,1,6/28/14,,,Orphaned,
8/15/14,Eastern Cottontail,Mammal,Juvenile,1,8/15/14,30 Rose Ct,Warwick,Cat attack,Degloved
4/30/14,Eastern Cottontail,Mammal,Juvenile,3,4/28/14,35 Dexter Street,Newport,orphaned,
4/30/14,Eastern Cottontail,Mammal,Juvenile,1,4/30/14,Side of road,North Kingstown,Orphaned,
5/6/14,Eastern Cottontail,Mammal,Juvenile,1,5/6/14,,,Orphaned,
8/11/14,Eastern Cottontail,Mammal,Juvenile,2,8/10/14,yard 19 Rosemary Drive,North Kingstown,Orphaned,
7/14/14,Eastern Cottontail,Mammal,Juvenile,1,7/13/14,10 Kenton Ave,Rumford,Cat attack,
9/23/14,Eastern Cottontail,Mammal,Juvenile,5,9/23/14,Lincoln Avenue,Pawtucket,Orphaned,
6/12/14,Eastern Cottontail,Mammal,Juvenile,1,6/11/14,Providence  ,Providence,Orphaned,
6/24/14,Eastern Cottontail,Mammal,Juvenile,1,6/24/14,URI Near greenhouse,North Kingstown,Orphaned,
6/13/14,Eastern Cottontail,Mammal,Juvenile,2,6/13/14,House Nongoit Lane,Tiverton,orphaned,
6/24/14,Eastern Cottontail,Mammal,Juvenile,1,6/24/14,Wakefield,Wakefield,Orphaned,
7/25/14,Eastern Cottontail,Mammal,Juvenile,1,7/24/14,,Westerly,Orphaned,
5/4/14,Eastern Cottontail,Mammal,Juvenile,1,5/4/14,,Pawtucket,Orphaned,
5/15/14,Eastern Cottontail,Mammal,Juvenile,1,5/15/14,Yard 2064 Elmwood Ave,Warwick,Injured,Puncture wound
8/11/14,Eastern Cottontail,Mammal,Juvenile,2,8/11/14,Yard 272 Nausauket Road,Warwick,Dog attack,Puncture wounds
8/21/14,Eastern Cottontail,Mammal,Juvenile,2,8/21/14,,,Orphaned,
9/11/14,Eastern Cottontail,Mammal,Juvenile,1,9/11/14,129 Pilgrim Drive,Warwick,orphaned,
9/11/14,Eastern Cottontail,Mammal,Juvenile,5,9/5/14,Veterans memorial high school,Warwick,Orphaned,
5/10/14,Eastern Cottontail,Mammal,Juvenile,3,5/10/14,Yard 40 Plain Meeting House Road,West Greenwich,Orphaned,
8/29/14,Eastern Cottontail,Mammal,Juvenile,3,8/28/14,,,Orphaned,
8/6/14,Eastern Cottontail,Mammal,Juvenile,1,8/4/14,in Yard 41 Signal Hill,"Wilton, CT",Orphaned,
5/14/14,Eastern Cottontail,Mammal,Juvenile,1,5/14/14,Simpson Street,North Providence,Orphaned,
6/23/14,Eastern Cottontail,Mammal,Juvenile,5,6/23/14,69 Calderwood Drive,Warwick,Orphaned,
6/29/14,Eastern Cottontail,Mammal,Juvenile,1,6/29/14,Door at Vets office,Saunderstown,Unknown trauma,Head trauma
7/14/14,Eastern Cottontail,Mammal,Juvenile,1,7/13/14,Route 5,North Smithfield,Orphaned,Mother killed  by dog
7/22/14,Eastern Cottontail,Mammal,Juvenile,5,7/22/14,6 Birchtree Dr,Johnston,Orphaned,
7/24/14,Eastern Cottontail,Mammal,Juvenile,1,7/24/14,40 Emery Ct,Warwick,Orphaned,
9/21/14,Eastern Cottontail,Mammal,Juvenile,1,9/20/14,,Warren,Unknown trauma,Degloved
9/25/14,Eastern Cottontail,Mammal,Juvenile,1,9/24/14,,,Orphaned,Left on clinic counter no info
10/12/14,Eastern Cottontail,Mammal,Juvenile,1,10/12/14,Spring Hill Sugar House,Exeter,Unknown trauma,
5/14/14,Eastern Cottontail,Mammal,Juvenile,1,5/14/14,20 Raymond Potter Road,Exeter,Orphaned,
4/26/14,Eastern Cottontail,Mammal,Juvenile,2,4/26/14,Foster,Foster,orphaned,
5/9/14,Eastern Cottontail,Mammal,Juvenile,1,5/9/14,,,Cat attack,
5/7/14,Eastern Cottontail,Mammal,Juvenile,1,5/7/14,,,Orphaned/Injured,
6/7/14,Eastern Cottontail,Mammal,Juvenile,1,6/6/14,Yard,Narragansett,Cat attack,
7/29/14,Eastern Cottontail,Mammal,Juvenile,1,7/29/14,30 Rose Ct,Narragansett,Cat attack,
7/30/14,Eastern Cottontail,Mammal,Juvenile,1,7/30/14,"Yard, 30 Rose CT",Narragansett,Cat attack,
7/31/14,Eastern Cottontail,Mammal,Juvenile,1,7/31/14,Kay Street,Newport,Cat attack,
4/3/14,Eastern Cottontail,Mammal,Juvenile,3,4/3/14,80 Longwood Ave,Warwick,Dog attack,
5/7/14,Eastern Cottontail,Mammal,Juvenile,1,5/7/14,49 North Country Club Road,Warwick,Orphaned/Injured,
8/19/14,Eastern Cottontail,Mammal,Juvenile,1,8/19/14,Lawn 89 Preston Drive,Warwick,Cat attack,
7/31/14,Eastern Cottontail,Mammal,Juvenile,2,7/30/14,"Hasbro Hospital, Admin Bldg",Providence,Orphaned,Mother HBC
6/2/14,Eastern Cottontail,Mammal,Juvenile,1,6/2/14,,,Cat attack,
6/2/14,Eastern Cottontail,Mammal,Juvenile,1,6/2/14,127 Whispering Way,Exeter,Orphaned,
6/2/14,Eastern Cottontail,Mammal,Juvenile,1,6/2/14,179 Bliss Road,Middletown,Orphaned,
9/2/14,Eastern Cottontail,Mammal,Juvenile,1,9/1/14,106 Preston Drive,Cranston,Cat attack,
9/2/14,Eastern Cottontail,Mammal,Juvenile,1,8/1/14,House 47 Central Avenue,Warren,Cat attack,
5/28/14,Eastern Cottontail,Mammal,Juvenile,1,5/28/14,864 Tillinghast Road,East Greenwich,Orphaned,
8/27/14,Eastern Cottontail,Mammal,Juvenile,1,8/27/14,67 Helen Avenue,Coventry,Run over with Lawn mower,
8/27/14,Eastern Cottontail,Mammal,Juvenile,1,8/26/14,Narragansett ,Narragansett,Orphaned,
8/27/14,Eastern Cottontail,Mammal,Juvenile,1,8/27/14,Metcalf Field,Providence,orphaned,Injured
8/27/14,Eastern Cottontail,Mammal,Juvenile,4,8/26/14,School Garden,Providence,orphaned,
8/27/14,Eastern Cottontail,Mammal,Juvenile,1,8/26/14,331 Church Street,Richmond,Cat attack,
8/26/14,Eastern Cottontail,Mammal,Juvenile,1,8/26/14,,,orphaned,
9/22/14,Eastern Cottontail,Mammal,Juvenile,1,9/22/14,Longmeadow Avenue,Warwick,Cat attack,
8/29/14,Eastern Cottontail,Mammal,Juvenile,6,8/29/14,Under Mill,Woonsocket,orphaned,
6/20/14,Eastern Cottontail,Mammal,Juvenile,1,6/19/14,242 Genetian Avenue,Providence,Dog attack,
5/15/14,Eastern Cottontail,Mammal,Juvenile,1,5/15/14,74 Ship Street,Jamestown,Orphaned/Injured,
7/10/14,Eastern Cottontail,Mammal,Juvenile,1,7/10/14,81 Penguin Avenue,East Greenwich,Cat attack,
7/9/14,Eastern Cottontail,Mammal,Juvenile,1,7/9/14,Yard Cottage Street,Newport,Hit by car,
5/13/14,Eastern Cottontail,Mammal,Juvenile,1,5/13/14,,Pawtucket,Cat attack,
8/14/14,Eastern Cottontail,Mammal,Juvenile,1,8/13/14,45 Edward Street,Coventry,Orphaned,
9/17/14,Eastern Grey Squirrel,Mammal,Juvenile,2,9/15/14,in stoop,Barrington,Orphaned,
4/21/14,Eastern Grey Squirrel,Mammal,Juvenile,2,4/21/14,24 Hepburn Street,West Warwick,Orphaned,
4/21/14,Eastern Grey Squirrel,Mammal,Juvenile,3,4/21/14,72 Webster Street,Newport,Orphaned,
8/22/14,Eastern Grey Squirrel,Mammal,Juvenile,3,8/22/14,64 Jenks Avenue,Central Falls,Orphaned,
8/6/14,Eastern Grey Squirrel,Mammal,Juvenile,3,8/1/14,33 Hopeworth Avenue,Bristol,Orphaned,Seen on ground earlier in week
7/31/14,Eastern Grey Squirrel,Mammal,Juvenile,1,7/31/14,"Backyard, 155 Nelson St",Providence,Injured,
8/7/14,Eastern Grey Squirrel,Mammal,Juvenile,1,8/7/14,Yard 139 Rumstick Circle,Barrington,Orphaned,
5/12/14,Eastern Grey Squirrel,Mammal,Juvenile,1,5/12/14,33 Hazelwood Street,Cranston,Orphaned,
10/7/14,Eastern Grey Squirrel,Mammal,Juvenile,1,10/7/14,East Side,Providence,orphaned,
4/23/14,Eastern Grey Squirrel,Mammal,Juvenile,1,4/22/14,490 Mail Road,Exeter,Orphaned,
5/1/14,Eastern Grey Squirrel,Mammal,Juvenile,1,5/1/14,Queen Anne's Park,Jamestown,Orphaned,
5/12/14,Eastern Grey Squirrel,Mammal,Juvenile,1,5/12/14,,Bristol,Orphaned,Brought in by pest control
5/15/14,Eastern Grey Squirrel,Mammal,Juvenile,1,5/15/14,17 Berkley Street,Providence,Orphaned/Injured,
5/5/14,Eastern Grey Squirrel,Mammal,Juvenile,1,5/4/14,,Warwick,Orphaned,
8/27/14,Eastern Grey Squirrel,Mammal,Juvenile,3,8/27/14,,,orphaned,"Fell out of a tree, injured"
8/15/14,Eastern Grey Squirrel,Mammal,Juvenile,1,8/15/14,cottage 15 Upper Commons,Woodbury,Orphaned,
6/4/14,Eastern Grey Squirrel,Mammal,Juvenile,1,6/4/14,"Moses Brown, Lloyd Street",Providence,Unknown trauma,Found on ground 
7/13/14,Eastern Grey Squirrel,Mammal,Juvenile,1,7/13/14,24 Hepburn Street,West Warwick,Orphaned,
8/1/14,Eastern Grey Squirrel,Mammal,Juvenile,1,8/1/14,90 Langley Avenue,Warwick,orphaned,
8/18/14,Eastern Grey Squirrel,Mammal,Juvenile,2,8/18/14,11 Midland Drive,Cranston,Orphaned,
9/18/14,Eastern Grey Squirrel,Mammal,Juvenile,1,9/10/14,East Side  ,Providence,Unknown trauma,
9/23/14,Eastern Grey Squirrel,Mammal,Juvenile,1,9/23/14,59 West Shore Road,Warwick,Orphaned,Injured
9/26/14,Eastern Grey Squirrel,Mammal,Juvenile,1,9/26/14,160 Carrol Avenue,Newport,Unknown trauma,"Lethargic, bott larvae"
5/8/14,Eastern Grey Squirrel,Mammal,Juvenile,1,5/8/14,House 49 Park Ave,Coventry,Broken Arm,
6/4/14,Eastern Grey Squirrel,Mammal,Juvenile,1,6/4/14,,,Unknown trauma,
5/24/14,Eastern Grey Squirrel,Mammal,Juvenile,1,5/23/14,186 Summit Street,Pawtucket,Orphaned/Injured,
5/8/14,Eastern Grey Squirrel,Mammal,Juvenile,1,5/8/14,Ontario Street,Providence,Dog attack,Broken leg
7/23/14,Eastern Grey Squirrel,Mammal,Juvenile,1,7/23/14,38 Fallon Ave,Providence,Injured,Caught in mouse trap
8/8/14,Eastern Grey Squirrel,Mammal,Juvenile,5,8/6/14,Chimney,Providence,Orphaned,
8/14/14,Eastern Grey Squirrel,Mammal,Juvenile,2,8/14/14,,,Orphaned,
5/1/14,Eastern Grey Squirrel,Mammal,Juvenile,4,5/1/14,,Rumford,Retreived from car engine,too small
5/29/14,Eastern Grey Squirrel,Mammal,Juvenile,1,5/28/14,,Warwick,Orphaned,Poor health
9/17/14,Eastern Grey Squirrel,Mammal,Juvenile,1,9/17/14,backyard 27 King street,Warwick,Unknown trauma,broken back legs
8/20/14,Eastern Grey Squirrel,Mammal,Juvenile,1,8/20/14,300 Summit Drive,Cranston,"Fell from tree, attacked by dog",Paralyzed
9/13/14,Eastern Grey Squirrel,Mammal,Juvenile,1,9/13/14,121 Hazard Avenue,Warwick,Orphaned,Injured foot
10/15/14,Eastern Grey Squirrel,Mammal,Juvenile,1,8/1/14,Cass Avenue,Woonsocket,Kidnapped,
6/5/14,Eastern Grey Squirrel,Mammal,Juvenile,1,6/5/14,Cranston,Cranston,orphaned,
9/17/14,Eastern Grey Squirrel,Mammal,Juvenile,1,9/17/14,Johnston Memorial Park,Johnston,Injured leg,
9/3/14,Eastern Grey Squirrel,Mammal,Juvenile,1,9/2/14,Backyard,East Providence,orphaned,
4/26/14,Eastern Grey Squirrel,Mammal,Juvenile,3,4/26/14,Pawtucket,Pawtucket,orphaned,
5/24/14,Eastern Grey Squirrel,Mammal,Juvenile,1,5/24/14,West Warwick,West Warwick,orphaned,
9/4/14,Eastern Grey Squirrel,Mammal,Juvenile,2,8/31/14,15 Milton Street,Johnston,orphaned,
9/6/14,Eastern Grey Squirrel,Mammal,Juvenile,1,9/3/14,63 Cowesett Avenue,West Warwick,orphaned,Mom and 2 other babies dead
9/15/14,Eastern Grey Squirrel,Mammal,Juvenile,1,9/14/14,Jamestown Golf Course,Jamestown,Orphaned,
10/6/14,Eastern Grey Squirrel,Mammal,Juvenile,1,10/6/14,North Providence ,North Providence,Unknown trauma,Possibly hit by car
9/16/14,Eastern Grey Squirrel,Mammal,Juvenile,1,9/14/14,46 Spicebush Tr.,Narragansett,Unknown trauma,Injured back  
7/9/14,Eastern Grey Squirrel,Mammal,Juvenile,1,7/9/14,4 County Street,Newport,Dog attack,
9/16/14,Eastern Grey Squirrel,Mammal,Juvenile,1,9/16/14,24 Zambarano Avenue,North Providence,Orphaned,
9/11/14,Eastern Grey Squirrel,Mammal,Juvenile,1,9/10/14,Blackstone Blvd.,Providence,orphaned,
9/15/14,Eastern Grey Squirrel,Mammal,Juvenile,2,9/13/14,Hope Street,Providence,Unknown trauma,Injured leg and bloody nose
9/22/14,Eastern Grey Squirrel,Mammal,Juvenile,2,9/22/14,21 Luzon Avenue,Providence,Orphaned,
9/25/14,Eastern Grey Squirrel,Mammal,Juvenile,1,9/24/14,78 Stimson Avenue,Providence,Orphaned,
9/12/14,Eastern Grey Squirrel,Mammal,Juvenile,1,9/12/14,Church Street,Wakefield,Orphaned,
6/29/14,Eastern Grey Squirrel,Mammal,Juvenile,1,6/29/14,195 Central Avenue,"Seekonk, MA",Unknown trauma,Facial trauma
5/13/14,Eastern Grey Squirrel,Mammal,Juvenile,1,5/10/14,Warwick,Warwick,Orphaned,Mange
9/8/14,Eastern Grey Squirrel,Mammal,Juvenile,1,9/5/14,Langley Street,Warwick,orphaned,
9/17/14,Eastern Grey Squirrel,Mammal,Juvenile,1,9/14/14,,,Orphaned,
9/16/14,Eastern Grey Squirrel,Mammal,Juvenile,3,9/16/14,West Greenwich,West Greenwich,Orphaned,Dead sibling in their box
9/1/14,Eastern Grey Squirrel,Mammal,Juvenile,1,8/31/14,Riverside,Riverside,Orphaned,
8/29/14,Eastern Grey Squirrel,Mammal,Juvenile,1,8/29/14,Slater Mill School,Pawtucket,Orphaned,
8/30/14,Eastern Grey Squirrel,Mammal,Juvenile,2,8/30/14,19 Phenix Avenue,West Warwick,Orphaned,
9/1/14,Eastern Grey Squirrel,Mammal,Juvenile,1,9/1/14,Warwick,Warwick,Orphaned,
9/8/14,Eastern Grey Squirrel,Mammal,Juvenile,1,9/8/14,Bennett Street,Woonsocket,orphaned,
9/10/14,Eastern Grey Squirrel,Mammal,Juvenile,1,9/10/14,22 Stone Street,Providence,Fell from roof,
9/10/14,Eastern Grey Squirrel,Mammal,Juvenile,2,9/10/14,Plainfield Street,Johnston,orphaned,
9/14/14,Eastern Grey Squirrel,Mammal,Juvenile,3,9/14/14,North Providence ,North Providence,orphaned,
9/23/14,Eastern Grey Squirrel,Mammal,Juvenile,1,9/23/14,Pawtuxet Memorial Park Harrison Street,Warwick,Unknown trauma,Injured neck
10/24/14,Eastern Grey Squirrel,Mammal,Juvenile,1,8/1/14,Bristol RI,Bristol,Kidnapped,
8/26/14,Eastern Grey Squirrel,Mammal,Juvenile,4,8/26/14,34 Marland Avenue,East Providence,orphaned,
8/26/14,Eastern Grey Squirrel,Mammal,Juvenile,1,8/26/14,37 N Sharon Street,East Providence,Orphaned,
8/26/14,Eastern Grey Squirrel,Mammal,Juvenile,3,8/26/14,64 Ocean Avenue,Wickford,Orphaned,
9/11/14,Eastern Grey Squirrel,Mammal,Juvenile,1,9/4/14,East Greenwich,East Greenwich,Orphaned,
8/25/14,Eastern Grey Squirrel,Mammal,Juvenile,1,8/25/14,455 Warwick Avenue,Warwick,Orphaned,
8/27/14,Eastern Grey Squirrel,Mammal,Juvenile,2,8/27/14,17 Danecroft Avenue,Greenville,Orphaned,Mother killed by Hawk
8/27/14,Eastern Grey Squirrel,Mammal,Juvenile,1,8/27/14,8 Mapledale Street,Coventry,orphaned,
8/27/14,Eastern Grey Squirrel,Mammal,Juvenile,1,8/27/14,Blueberry Lane,North Kingstown,Unknown trauma,Blood from nose
4/30/14,Eastern Grey Squirrel,Mammal,Juvenile,1,4/29/14,Coventry,Coventry,orphaned,
4/21/14,Eastern Grey Squirrel,Mammal,Juvenile,1,4/20/14,36 Langdon Street,Providence,Orphaned,
4/24/14,Eastern Grey Squirrel,Mammal,Juvenile,1,4/22/14,862 Middlebridge Road,Wakefield,orphaned,
9/18/14,Eastern Grey Squirrel,Mammal,Juvenile,1,9/17/14,,Coventry,Orphaned,
4/19/14,Eastern Grey Squirrel,Mammal,Juvenile,2,4/19/14,"Neuticonicut Park, Killingly Street",Providence,Orphaned,
4/22/14,Eastern Grey Squirrel,Mammal,Juvenile,1,4/22/14,95 Brook Spring Drive,Warwick,Orphaned,
4/21/14,Eastern Grey Squirrel,Mammal,Juvenile,2,4/21/14,8 Eagle Drive,Coventry,Orphaned,
5/1/14,Eastern Grey Squirrel,Mammal,Juvenile,1,5/1/14,roof 49 Mapledale Ave,Coventry,Orphaned,"Fell from roof, bloody nose"
4/14/14,Eastern Grey Squirrel,Mammal,Juvenile,1,4/14/14,,,Orphaned,
4/25/14,Eastern Grey Squirrel,Mammal,Juvenile,3,4/24/14,Wrentham Road,Cumberland,orphaned,
5/6/14,Eastern Grey Squirrel,Mammal,Juvenile,1,5/6/14,Lawrence Lane,Scituate,Cat attack,
3/28/14,Eastern Grey Squirrel,Mammal,Juvenile,3,3/28/14,Cottrell Farm,Jamestown,Tree cut down,
5/1/14,Eastern Grey Squirrel,Mammal,Juvenile,1,5/1/14,Helm St,Jamestown,Orphaned,
4/2/14,Eastern Grey Squirrel,Mammal,Juvenile,1,4/2/14,12 Melody Lane,Johnston,Cat attack,
5/2/14,Eastern Grey Squirrel,Mammal,Juvenile,1,5/2/14,Driveway 30 Merino Ave,Johnston,Orphaned,
5/2/14,Eastern Grey Squirrel,Mammal,Juvenile,1,5/1/14,,,Orphaned,
4/19/14,Eastern Grey Squirrel,Mammal,Juvenile,1,4/19/14,Dave's Market,Newport,Orphaned,
5/7/14,Eastern Grey Squirrel,Mammal,Juvenile,1,5/7/14,,,Orphaned,
5/2/14,Eastern Grey Squirrel,Mammal,Juvenile,1,5/2/14,83 Cynthia Drive,North Kingstown,Orphaned,
4/30/14,Eastern Grey Squirrel,Mammal,Juvenile,1,4/29/14,yard 128 Pond St,Pawtucket,Orphaned,Cold/Fleas/Dehydrated
5/1/14,Eastern Grey Squirrel,Mammal,Juvenile,1,5/1/14,,Providence,Orphaned,
5/5/14,Eastern Grey Squirrel,Mammal,Juvenile,1,5/5/14,173 Windmill Street,Providence,Injured orphan,Injured leg
4/7/14,Eastern Grey Squirrel,Mammal,Juvenile,3,4/6/14,Pierce Lane,Rehoboth MA,Orphaned,
4/14/14,Eastern Grey Squirrel,Mammal,Juvenile,2,4/14/14,Roof 32 Hazard Avenue,Wakefield,Orphaned,"1 died, 1 to cyc"
5/3/14,Eastern Grey Squirrel,Mammal,Juvenile,1,5/5/14,,Wakefield,Orphaned,
5/6/14,Eastern Grey Squirrel,Mammal,Juvenile,1,5/7/14,,,Orphaned,
4/25/14,Eastern Grey Squirrel,Mammal,Juvenile,2,4/24/14,Ground Brookspring drive,Warwick,orphaned,on ground
5/7/14,Eastern Grey Squirrel,Mammal,Juvenile,1,5/6/14,Backyard 75 Davidson Road,Warwick,Cat attack,
3/20/14,Eastern Grey Squirrel,Mammal,Juvenile,3,3/20/14,31 Urquhart Street,West Warwick,Orphaned,"1 died, 2 to cyc"
3/22/14,Eastern Grey Squirrel,Mammal,Juvenile,4,3/22/14,,Coventry,Orphaned,
4/12/14,Eastern Grey Squirrel,Mammal,Juvenile,1,4/12/14,Winnapaug Golf Course,,Orphaned,
10/2/14,Eastern Grey Squirrel,Mammal,Juvenile,4,10/2/14,Nathan Bishop,Providence,Orphaned,
10/22/14,Eastern Grey Squirrel,Mammal,Juvenile,1,10/22/14,105 Bow Street,East Greenwich,Orphaned,
9/26/14,Eastern Grey Squirrel,Mammal,Juvenile,1,9/26/14,25 Sargent Avenue,Providence,orphaned,
10/10/14,Eastern Grey Squirrel,Mammal,Juvenile,1,10/10/14,Hope Street,Providence,Orphaned,
8/15/14,Eastern Grey Squirrel,Mammal,Juvenile,1,8/15/14,761 North Main Road,Jamestown,Orphaned,Fell out of nest
8/16/14,Eastern Grey Squirrel,Mammal,Juvenile,1,8/16/14,,,Orphaned,No info given
8/31/14,Eastern Grey Squirrel,Mammal,Juvenile,1,8/31/14,Branch Avenue,Providence,orphaned,
8/31/14,Eastern Grey Squirrel,Mammal,Juvenile,1,8/31/14,Kon Bistro Main Street,East Greenwich,Orphaned,
10/10/14,Eastern Grey Squirrel,Mammal,Juvenile,1,10/10/14,20 Oakland Street,Tiverton,Orphaned,
10/22/14,Eastern Grey Squirrel,Mammal,Juvenile,1,10/22/14,Beach Avenue,Warwick,Cat attack,
4/28/14,Eastern Grey Squirrel,Mammal,Juvenile,2,4/28/14,Exeter,Exeter,orphaned,
4/23/14,Eastern Grey Squirrel,Mammal,Juvenile,1,4/23/14,Bay View Drive,Jamestown,orphaned,
